id,employee_id,subordinate_id
225,31688,25280
226,31688,49286
227,31688,25848
228,31688,48853
229,31688,39223
230,31688,43936
231,31688,34287
232,31688,47235
233,7417,3966
234,7417,36441
235,7417,16515
236,7417,7237
237,7417,17403
238,7417,17206
239,7417,38075
240,7417,34041
241,43196,23252
242,43196,2186
243,43196,45796
244,43196,9666
245,43196,10554
246,43196,48614
247,43196,35516
248,43196,8023
249,8000,34444
250,8000,41071
251,8000,7270
252,8000,31338
253,8000,31998
254,8000,22382
255,8000,44620
256,8000,29366
257,30453,25768
258,30453,47545
259,30453,46881
260,30453,32661
261,30453,6168
262,30453,29227
263,30453,28755
264,30453,27853
265,44173,7512
266,44173,18860
267,44173,11511
268,44173,2693
269,44173,21330
270,44173,36165
271,44173,45395
272,44173,17602
273,14691,42122
274,14691,49464
275,14691,42550
276,14691,5370
277,14691,28469
278,14691,12920
279,14691,592
280,14691,34478
281,8225,32715
282,8225,4924
283,8225,31546
284,8225,5920
285,8225,24886
286,8225,37493
287,8225,14881
288,8225,34468
289,30469,40061
290,30469,28519
291,30469,3575
292,30469,15137
293,30469,49367
294,30469,36917
295,30469,27422
296,30469,6301
297,7143,17660
298,7143,47656
299,7143,3995
300,7143,23916
301,7143,35721
302,7143,42105
303,7143,26421
304,7143,39673
305,35730,43595
306,35730,11754
307,35730,30011
308,35730,47459
309,35730,4109
310,35730,11916
311,35730,30980
312,35730,42980
313,33204,12106
314,33204,22988
315,33204,1468
316,33204,635
317,33204,13734
318,33204,26209
319,33204,32065
320,33204,14049
321,34143,38366
322,34143,41331
323,34143,11387
324,34143,21131
325,34143,29551
326,34143,1737
327,34143,30964
328,34143,46556
329,15203,33308
330,15203,32219
331,15203,49930
332,15203,31463
333,15203,3660
334,15203,28602
335,15203,22701
336,15203,17702
337,24226,38356
338,24226,34125
339,24226,36963
340,24226,37554
341,24226,43296
342,24226,30727
343,24226,3064
344,24226,32264
345,22468,662
346,22468,18329
347,22468,3951
348,22468,40445
349,22468,29461
350,22468,8613
351,22468,49975
352,22468,16456
353,6498,21709
354,6498,11494
355,6498,45919
356,6498,8831
357,6498,20188
358,6498,39282
359,6498,29329
360,6498,17863
361,4584,667
362,4584,18878
363,4584,25279
364,4584,20887
365,4584,29655
366,4584,1463
367,4584,22893
368,4584,40874
369,11016,29244
370,11016,14221
371,11016,29217
372,11016,3818
373,11016,15794
374,11016,38406
375,11016,20473
376,11016,40703
377,23495,32080
378,23495,44391
379,23495,4702
380,23495,25447
381,23495,22130
382,23495,12266
383,23495,21661
384,23495,5652
385,43199,43052
386,43199,49891
387,43199,2157
388,43199,47829
389,43199,5024
390,43199,22638
391,43199,10889
392,43199,10883
393,1153,14265
394,1153,14936
395,1153,19850
396,1153,24835
397,1153,38535
398,1153,17760
399,1153,12133
400,1153,36937
401,31554,13279
402,31554,18775
403,31554,40460
404,31554,39089
405,31554,38940
406,31554,44906
407,31554,30915
408,31554,2890
409,45045,16384
410,45045,11903
411,45045,16658
412,45045,15143
413,45045,25779
414,45045,28562
415,45045,903
416,45045,36146
417,14601,30734
418,14601,15135
419,14601,13042
420,14601,17289
421,14601,31506
422,14601,17317
423,14601,46871
424,14601,41979
425,46612,38748
426,46612,28361
427,46612,14364
428,46612,19227
429,46612,19173
430,46612,4362
431,46612,22831
432,46612,25256
433,7298,12070
434,7298,33428
435,7298,8764
436,7298,17664
437,7298,41535
438,7298,39462
439,7298,18833
440,7298,34712
441,16310,5294
442,16310,30094
443,16310,26542
444,16310,40966
445,16310,5000
446,16310,9158
447,16310,25566
448,16310,48739
449,28314,32957
450,28314,41473
451,28314,9691
452,28314,23963
453,28314,20245
454,28314,37660
455,28314,21091
456,28314,47298
457,18748,40388
458,18748,15650
459,18748,22227
460,18748,16243
461,18748,23889
462,18748,22186
463,18748,47797
464,18748,24136
465,34672,12436
466,34672,32232
467,34672,33848
468,34672,31008
469,34672,37955
470,34672,46989
471,34672,16885
472,34672,44634
473,24229,34543
474,24229,15165
475,24229,47456
476,24229,1756
477,24229,1919
478,24229,14030
479,24229,44053
480,24229,49833
481,24531,4679
482,24531,24264
483,24531,24273
484,24531,10525
485,24531,12250
486,24531,26188
487,24531,49942
488,24531,18414
489,2083,34732
490,2083,17901
491,2083,1187
492,2083,4239
493,2083,30777
494,2083,11639
495,2083,43639
496,2083,6902
497,24896,45770
498,24896,13237
499,24896,49984
500,24896,27365
501,24896,48778
502,24896,1797
503,24896,36819
504,24896,32811
505,9623,29184
506,9623,28336
507,9623,8960
508,9623,12870
509,9623,21300
510,9623,22313
511,9623,2385
512,9623,21317
513,44520,6807
514,44520,9202
515,44520,19718
516,44520,40409
517,44520,47847
518,44520,22907
519,44520,33569
520,44520,43697
521,38688,48384
522,38688,21023
523,38688,13310
524,38688,17169
525,38688,32169
526,38688,8223
527,38688,32471
528,38688,3355
529,46322,12006
530,46322,30871
531,46322,38318
532,46322,45979
533,46322,23655
534,46322,18007
535,46322,17273
536,46322,8277
537,11840,1386
538,11840,40261
539,11840,43561
540,11840,22290
541,11840,8603
542,11840,8816
543,11840,16986
544,11840,5341
545,41509,26176
546,41509,2266
547,41509,10010
548,41509,8401
549,41509,26595
550,41509,20579
551,41509,22631
552,41509,41231
553,45104,16071
554,45104,46088
555,45104,8968
556,45104,16951
557,45104,19468
558,45104,4351
559,45104,4176
560,45104,33748
561,29515,9728
562,29515,7960
563,29515,3186
564,29515,35694
565,29515,36554
566,29515,38637
567,29515,46064
568,29515,16347
569,31032,26170
570,31032,36871
571,31032,17787
572,31032,7130
573,31032,38045
574,31032,6763
575,31032,10054
576,31032,27061
577,7475,37562
578,7475,28125
579,7475,40929
580,7475,47453
581,7475,37854
582,7475,41300
583,7475,4195
584,7475,10571
585,27466,24388
586,27466,1846
587,27466,9199
588,27466,30040
589,27466,21861
590,27466,14499
591,27466,45028
592,27466,41624
593,25999,24257
594,25999,21703
595,25999,28998
596,25999,22593
597,25999,25058
598,25999,3903
599,25999,21700
600,25999,17162
601,41740,18629
602,41740,17389
603,41740,31058
604,41740,3884
605,41740,20217
606,41740,6476
607,41740,887
608,41740,35036
609,49028,26536
610,49028,35569
611,49028,45560
612,49028,5927
613,49028,2377
614,49028,16798
615,49028,9584
616,49028,7327
617,43324,4345
618,43324,1482
619,43324,49069
620,43324,7166
621,43324,2854
622,43324,44209
623,43324,14946
624,43324,35788
625,17139,28304
626,17139,42731
627,17139,16755
628,17139,9281
629,17139,42065
630,17139,10354
631,17139,48509
632,17139,7900
633,22262,17717
634,22262,9088
635,22262,49292
636,22262,34065
637,22262,45572
638,22262,14176
639,22262,33617
640,22262,43999
641,43747,8677
642,43747,31732
643,43747,41486
644,43747,26210
645,43747,17737
646,43747,29960
647,17543,14805
648,17543,8374
649,17543,26128
650,17543,30951
651,17543,19135
652,17543,21791
653,42653,32366
654,42653,4309
655,42653,39102
656,42653,29948
657,42653,2243
658,42653,48568
659,3418,37529
660,3418,43884
661,3418,20166
662,3418,14870
663,3418,30875
664,3418,33437
665,879,24231
666,879,30517
667,879,26384
668,879,45759
669,879,21043
670,879,37925
671,44498,42764
672,44498,37354
673,44498,9832
674,44498,13006
675,44498,44624
676,44498,10346
677,43107,37107
678,43107,5634
679,43107,15113
680,43107,47777
681,43107,17900
682,43107,49319
683,18920,25254
684,18920,32371
685,18920,40721
686,18920,18724
687,18920,27454
688,18920,1810
689,42006,38604
690,42006,22745
691,42006,35555
692,42006,17732
693,42006,27868
694,42006,38423
695,32475,20167
696,32475,30678
697,32475,40952
698,32475,10488
699,32475,28589
700,32475,5323
701,6088,44249
702,6088,27432
703,6088,11
704,6088,29700
705,6088,47718
706,6088,27945
707,19423,46826
708,19423,24689
709,19423,46798
710,19423,42515
711,19423,11471
712,19423,37112
713,30833,5009
714,30833,470
715,30833,44492
716,30833,27150
717,30833,39265
718,30833,44919
719,48991,6313
720,48991,27057
721,48991,10832
722,48991,19727
723,48991,46585
724,48991,35600
725,5946,3975
726,5946,43096
727,5946,25154
728,5946,47477
729,5946,37833
730,5946,42723
731,32726,21541
732,32726,15998
733,32726,39908
734,32726,14451
735,32726,6701
736,32726,11406
737,7953,25855
738,7953,39505
739,7953,31374
740,7953,41401
741,7953,32668
742,7953,35519
743,30445,34850
744,30445,24999
745,30445,37565
746,30445,18413
747,30445,39691
748,30445,43109
749,2490,29665
750,2490,25138
751,2490,9392
752,2490,22623
753,2490,44766
754,2490,31460
755,25587,25944
756,25587,7778
757,25587,17644
758,25587,44687
759,25587,38378
760,25587,32030
761,10642,34775
762,10642,6744
763,10642,40559
764,10642,37278
765,10642,36379
766,10642,42958
767,4369,32398
768,4369,29047
769,4369,15327
770,4369,7575
771,4369,38619
772,4369,8618
773,43167,8956
774,43167,23036
775,43167,39914
776,43167,32048
777,43167,30700
778,43167,43721
779,33582,697
780,33582,8648
781,33582,42154
782,33582,32187
783,33582,8172
784,33582,26663
785,23359,40665
786,23359,47454
787,23359,952
788,23359,40747
789,23359,2862
790,23359,49469
791,28070,17753
792,28070,15720
793,28070,45447
794,28070,33185
795,28070,39556
796,28070,37673
797,5881,27777
798,5881,28552
799,5881,32031
800,5881,27638
801,5881,49135
802,5881,21831
803,46748,24425
804,46748,3982
805,46748,28641
806,46748,36271
807,46748,32135
808,46748,23673
809,29478,42045
810,29478,8325
811,29478,31577
812,29478,14759
813,29478,10509
814,29478,27685
815,27085,1856
816,27085,36126
817,27085,29231
818,27085,26369
819,27085,46107
820,27085,41277
821,20008,37689
822,20008,10263
823,20008,8447
824,20008,23903
825,20008,26928
826,20008,31857
827,43858,12226
828,43858,46891
829,43858,40135
830,43858,43627
831,43858,40168
832,43858,47676
833,28053,13719
834,28053,11540
835,28053,24242
836,28053,15935
837,28053,17219
838,28053,28604
839,45631,2523
840,45631,38683
841,45631,25580
842,45631,44928
843,45631,36927
844,45631,38292
845,28872,28624
846,28872,24105
847,28872,20263
848,28872,43497
849,28872,12249
850,28872,18033
851,46527,23371
852,46527,27878
853,46527,37343
854,46527,43592
855,46527,27943
856,46527,10299
857,13867,380
858,13867,20778
859,13867,32730
860,13867,5817
861,13867,7032
862,13867,31952
863,41383,35385
864,41383,26267
865,41383,34753
866,41383,14571
867,41383,4502
868,41383,47827
869,26900,8600
870,26900,24542
871,26900,22761
872,26900,34980
873,26900,5512
874,26900,6086
875,21178,35409
876,21178,34257
877,21178,37193
878,21178,30960
879,21178,28359
880,21178,29791
881,22520,35189
882,22520,10783
883,22520,49804
884,22520,3057
885,22520,17254
886,22520,6132
887,21833,33311
888,21833,15199
889,21833,37063
890,21833,38728
891,21833,31850
892,21833,36957
893,20432,46964
894,20432,43468
895,20432,8553
896,20432,30941
897,20432,33069
898,20432,14710
899,47998,39373
900,47998,718
901,47998,46383
902,47998,8795
903,47998,43268
904,47998,47284
905,29771,25533
906,29771,6340
907,29771,9184
908,29771,20791
909,29771,35216
910,29771,19654
911,39614,41524
912,39614,40885
913,39614,25478
914,39614,15799
915,39614,5068
916,39614,15997
917,34794,1443
918,34794,2025
919,34794,34577
920,34794,8249
921,34794,33097
922,34794,33358
923,7678,8032
924,7678,44032
925,7678,28312
926,7678,40184
927,7678,5155
928,7678,22749
929,18822,34704
930,18822,46021
931,18822,9536
932,18822,44179
933,18822,19733
934,18822,680
935,39579,7606
936,39579,46955
937,39579,7848
938,39579,10701
939,39579,16076
940,39579,17286
941,34375,6368
942,34375,681
943,34375,20962
944,34375,41636
945,34375,47384
946,34375,12141
947,43493,43635
948,43493,24997
949,43493,20098
950,43493,33033
951,43493,47327
952,43493,25182
953,30139,8011
954,30139,2870
955,30139,9076
956,30139,27765
957,30139,8532
958,30139,6294
959,19697,48390
960,19697,1093
961,19697,15451
962,19697,23700
963,19697,36301
964,19697,46927
965,33898,49023
966,33898,20775
967,33898,35391
968,33898,31451
969,33898,5263
970,33898,34918
971,47081,5265
972,47081,15389
973,47081,21511
974,47081,4550
975,47081,43298
976,47081,46384
977,19037,8237
978,19037,24491
979,19037,48773
980,19037,48493
981,19037,46780
982,19037,43003
983,30381,21663
984,30381,42597
985,30381,8153
986,30381,20851
987,30381,3981
988,30381,31466
989,12548,31667
990,12548,38240
991,12548,5158
992,12548,15654
993,12548,47760
994,12548,14562
995,35754,8488
996,35754,47083
997,35754,6022
998,35754,16904
999,35754,8861
1000,35754,36299
1001,41581,29281
1002,41581,26302
1003,41581,38311
1004,41581,10072
1005,41581,49407
1006,41581,49855
1007,30024,8283
1008,30024,44877
1009,30024,3307
1010,30024,14581
1011,30024,28950
1012,30024,38050
1013,16869,16871
1014,16869,18848
1015,16869,29817
1016,16869,24669
1017,16869,44392
1018,16869,18134
1019,40429,33742
1020,40429,1001
1021,40429,38078
1022,40429,4766
1023,40429,33801
1024,40429,2596
1025,11189,39529
1026,11189,14625
1027,11189,48907
1028,11189,29899
1029,11189,15977
1030,11189,47001
1031,24628,44519
1032,24628,13405
1033,24628,4393
1034,24628,196
1035,24628,2226
1036,24628,27197
1037,48459,10926
1038,48459,3633
1039,48459,20903
1040,48459,42168
1041,48459,4119
1042,48459,16337
1043,19944,30294
1044,19944,42934
1045,19944,42375
1046,19944,2183
1047,19944,33393
1048,19944,4122
1049,35613,1734
1050,35613,17865
1051,35613,18837
1052,35613,48062
1053,35613,33728
1054,35613,43568
1055,17530,13052
1056,17530,23731
1057,17530,45033
1058,17530,36538
1059,17530,15350
1060,17530,18669
1061,20370,12344
1062,20370,6195
1063,20370,37285
1064,20370,25578
1065,20370,8426
1066,20370,362
1067,48298,43216
1068,48298,47099
1069,48298,6712
1070,48298,905
1071,48298,13348
1072,48298,12573
1073,32222,13065
1074,32222,1053
1075,32222,45507
1076,32222,19213
1077,32222,26816
1078,32222,8012
1079,23887,42307
1080,23887,40319
1081,23887,13848
1082,23887,41776
1083,23887,46822
1084,23887,43873
1085,17087,9275
1086,17087,28264
1087,17087,20112
1088,17087,35570
1089,17087,31599
1090,17087,12405
1091,39243,4761
1092,39243,20080
1093,39243,12699
1094,39243,21430
1095,39243,27040
1096,39243,11948
1097,44864,25427
1098,44864,36216
1099,44864,10440
1100,44864,34997
1101,44864,21647
1102,44864,25190
1103,28632,40812
1104,28632,47694
1105,28632,40866
1106,28632,40259
1107,28632,29100
1108,28632,38
1109,13871,16607
1110,13871,29772
1111,13871,42127
1112,13871,6726
1113,13871,14490
1114,13871,22845
1115,3504,32063
1116,3504,49928
1117,3504,26925
1118,3504,38187
1119,3504,25963
1120,3504,35010
1121,19351,41085
1122,19351,33886
1123,19351,25548
1124,19351,36442
1125,19351,45446
1126,19351,17609
1127,39977,9351
1128,39977,44143
1129,39977,35463
1130,39977,37345
1131,39977,9745
1132,39977,41451
1133,37342,13295
1134,37342,18215
1135,37342,34325
1136,37342,37124
1137,37342,16605
1138,37342,47302
1139,37468,8514
1140,37468,37543
1141,37468,35640
1142,37468,14152
1143,37468,29500
1144,37468,28821
1145,7911,14069
1146,7911,42358
1147,7911,6205
1148,7911,43443
1149,7911,20160
1150,7911,28199
1151,20815,205
1152,20815,45719
1153,20815,43626
1154,20815,41939
1155,20815,33791
1156,20815,22458
1157,41413,40112
1158,41413,39491
1159,41413,7827
1160,41413,25405
1161,41413,22565
1162,41413,31486
1163,35229,14564
1164,35229,36882
1165,35229,49108
1166,35229,27517
1167,35229,28795
1168,35229,29743
1169,33335,5931
1170,33335,16359
1171,33335,1587
1172,33335,9421
1173,33335,12979
1174,33335,34946
1175,49801,23291
1176,49801,35869
1177,49801,43202
1178,49801,11773
1179,49801,18511
1180,49801,15109
1181,8552,12522
1182,8552,23441
1183,8552,27990
1184,8552,175
1185,8552,45644
1186,8552,23219
1187,26442,19143
1188,26442,16705
1189,26442,30756
1190,26442,31042
1191,26442,9407
1192,26442,16516
1193,14352,6133
1194,14352,650
1195,14352,38942
1196,14352,21032
1197,14352,2522
1198,14352,7017
1199,4403,33541
1200,4403,49581
1201,4403,43487
1202,4403,44020
1203,4403,32306
1204,4403,300
1205,15964,22322
1206,15964,20127
1207,15964,17249
1208,15964,35048
1209,15964,18970
1210,15964,25400
1211,34015,34531
1212,34015,5880
1213,34015,27688
1214,34015,39081
1215,34015,49409
1216,34015,17792
1217,8136,14387
1218,8136,32051
1219,8136,38609
1220,8136,21112
1221,8136,45957
1222,8136,49019
1223,34532,13476
1224,34532,25638
1225,34532,38794
1226,34532,17859
1227,34532,1398
1228,34532,25105
1229,49175,31701
1230,49175,35973
1231,49175,2545
1232,49175,36343
1233,49175,48504
1234,49175,4145
1235,23585,3852
1236,23585,36695
1237,23585,30404
1238,23585,45141
1239,23585,1661
1240,23585,35905
1241,26329,33352
1242,26329,28429
1243,26329,17721
1244,26329,970
1245,26329,32873
1246,26329,28179
1247,17909,38271
1248,17909,2284
1249,17909,19852
1250,17909,42558
1251,17909,20153
1252,17909,46845
1253,7763,24635
1254,7763,1929
1255,7763,19096
1256,7763,46437
1257,7763,3371
1258,7763,22425
1259,47584,6430
1260,47584,4778
1261,47584,12994
1262,47584,29507
1263,47584,34313
1264,47584,31478
1265,12160,37968
1266,12160,24006
1267,12160,40193
1268,12160,35998
1269,12160,22665
1270,12160,41299
1271,44655,27728
1272,44655,7985
1273,44655,28142
1274,44655,21640
1275,44655,20572
1276,44655,29988
1277,37685,19752
1278,37685,7346
1279,37685,6217
1280,37685,11330
1281,37685,33957
1282,37685,45869
1283,34135,49104
1284,34135,32838
1285,34135,35986
1286,34135,4268
1287,34135,41076
1288,34135,30235
1289,12560,31258
1290,12560,23169
1291,12560,3464
1292,12560,20525
1293,12560,8423
1294,12560,13197
1295,36513,30646
1296,36513,2203
1297,36513,11174
1298,36513,16700
1299,36513,19758
1300,36513,27909
1301,47444,18800
1302,47444,23713
1303,47444,31533
1304,47444,12082
1305,47444,6507
1306,47444,29828
1307,184,49121
1308,184,10720
1309,184,33581
1310,184,34685
1311,184,13718
1312,184,11026
1313,41358,19234
1314,41358,29472
1315,41358,49346
1316,41358,22303
1317,41358,47483
1318,41358,29786
1319,11126,9402
1320,11126,3311
1321,11126,35727
1322,11126,1833
1323,11126,35508
1324,11126,6073
1325,14425,14324
1326,14425,35088
1327,14425,26356
1328,14425,18539
1329,14425,23020
1330,14425,25301
1331,35808,21863
1332,35808,3244
1333,35808,49978
1334,35808,14618
1335,35808,21015
1336,35808,31893
1337,35750,39791
1338,35750,36484
1339,35750,38543
1340,35750,7816
1341,35750,38019
1342,35750,45490
1343,29348,45114
1344,29348,46873
1345,29348,8273
1346,29348,45340
1347,29348,40780
1348,29348,47936
1349,3836,33175
1350,3836,12352
1351,3836,44358
1352,3836,38059
1353,3836,2299
1354,3836,31675
1355,12331,37732
1356,12331,45814
1357,12331,21121
1358,12331,40958
1359,12331,25536
1360,12331,31944
1361,22605,48732
1362,22605,21518
1363,22605,9661
1364,22605,19090
1365,22605,18603
1366,22605,44602
1367,16629,25505
1368,16629,26077
1369,16629,19436
1370,16629,44345
1371,16629,9692
1372,16629,2632
1373,11399,14589
1374,11399,42359
1375,11399,41454
1376,11399,41841
1377,11399,44526
1378,11399,3739
1379,29937,6702
1380,29937,4536
1381,29937,44631
1382,29937,22735
1383,29937,25073
1384,29937,9269
1385,27092,47063
1386,27092,7709
1387,27092,33896
1388,27092,43359
1389,27092,13823
1390,27092,40178
1391,29320,2491
1392,29320,44823
1393,29320,38828
1394,29320,48252
1395,29320,17347
1396,29320,44442
1397,28999,8567
1398,28999,6897
1399,28999,3552
1400,28999,12055
1401,28999,31658
1402,28999,43897
1403,14595,46711
1404,14595,38712
1405,14595,12217
1406,14595,19163
1407,14595,2347
1408,14595,38831
1409,42433,3317
1410,42433,43841
1411,42433,10474
1412,42433,43438
1413,42433,17648
1414,42433,2387
1415,16588,2278
1416,16588,21682
1417,16588,38114
1418,16588,28667
1419,16588,46070
1420,16588,39283
1421,32423,12671
1422,32423,45780
1423,32423,31492
1424,32423,9711
1425,32423,48247
1426,32423,1584
1427,32042,1831
1428,32042,30177
1429,32042,30329
1430,32042,19757
1431,32042,19839
1432,32042,26049
1433,42189,14879
1434,42189,2568
1435,42189,22207
1436,42189,19828
1437,42189,17836
1438,42189,37556
1439,10039,46938
1440,10039,3761
1441,10039,11409
1442,10039,6422
1443,10039,26727
1444,10039,7098
1445,22142,15943
1446,22142,25748
1447,22142,5103
1448,22142,32416
1449,22142,7638
1450,22142,31991
1451,30806,24335
1452,30806,22007
1453,30806,21936
1454,30806,17427
1455,30806,45175
1456,30806,40331
1457,36397,5227
1458,36397,4849
1459,36397,7875
1460,36397,21626
1461,36397,11848
1462,36397,615
1463,38706,24232
1464,38706,36925
1465,38706,18654
1466,38706,7684
1467,38706,25139
1468,38706,24746
1469,7564,21101
1470,7564,35271
1471,7564,46549
1472,7564,12597
1473,7564,30045
1474,7564,33637
1475,30391,12948
1476,30391,48696
1477,30391,31616
1478,30391,25544
1479,30391,40974
1480,30391,27939
1481,20723,41241
1482,20723,48780
1483,20723,4699
1484,20723,7820
1485,20723,20040
1486,20723,26028
1487,17306,14826
1488,17306,1100
1489,17306,9827
1490,17306,32488
1491,17306,46253
1492,17306,25429
1493,33103,18351
1494,33103,27539
1495,33103,17393
1496,33103,14698
1497,33103,16937
1498,33103,8493
1499,28822,19506
1500,28822,48158
1501,28822,48474
1502,28822,28588
1503,28822,43857
1504,28822,579
1505,25280,33820
1506,25280,4404
1507,25280,17902
1508,25280,38552
1509,25280,26022
1510,25280,20961
1511,49286,8461
1512,49286,11402
1513,49286,3073
1514,49286,200
1515,49286,15995
1516,49286,36231
1517,25848,17700
1518,25848,45640
1519,25848,43917
1520,25848,36591
1521,25848,36069
1522,25848,30427
1523,48853,20489
1524,48853,45624
1525,48853,23330
1526,48853,34028
1527,48853,19626
1528,48853,8747
1529,39223,11889
1530,39223,13700
1531,39223,16936
1532,39223,15247
1533,39223,42224
1534,39223,38255
1535,43936,36786
1536,43936,40401
1537,43936,25499
1538,43936,10840
1539,43936,33471
1540,43936,29653
1541,34287,443
1542,34287,27380
1543,34287,19984
1544,34287,5058
1545,34287,14281
1546,34287,9593
1547,47235,43756
1548,47235,27921
1549,47235,4803
1550,47235,37344
1551,47235,34898
1552,47235,32426
1553,3966,37391
1554,3966,46386
1555,3966,6667
1556,3966,18008
1557,3966,49337
1558,3966,44434
1559,36441,46439
1560,36441,49739
1561,36441,44727
1562,36441,33264
1563,36441,8859
1564,36441,3449
1565,16515,30860
1566,16515,5713
1567,16515,9815
1568,16515,34642
1569,16515,27528
1570,16515,3269
1571,7237,8146
1572,7237,37914
1573,7237,21281
1574,7237,6004
1575,7237,18230
1576,7237,8300
1577,17403,25471
1578,17403,48540
1579,17403,37216
1580,17403,30085
1581,17403,16676
1582,17403,4154
1583,17206,42630
1584,17206,9698
1585,17206,38132
1586,17206,29070
1587,17206,17887
1588,17206,44922
1589,38075,32039
1590,38075,48703
1591,38075,48579
1592,38075,29163
1593,38075,32392
1594,38075,44679
1595,34041,2883
1596,34041,22477
1597,34041,19303
1598,34041,33519
1599,34041,7532
1600,34041,36049
1601,23252,42352
1602,23252,33405
1603,23252,16613
1604,23252,16134
1605,23252,8963
1606,23252,34417
1607,2186,21292
1608,2186,5542
1609,2186,38219
1610,2186,26686
1611,2186,3457
1612,2186,19485
1613,45796,12535
1614,45796,9426
1615,45796,29506
1616,45796,48520
1617,45796,48721
1618,45796,15184
1619,9666,8444
1620,9666,30291
1621,9666,44876
1622,9666,30694
1623,9666,28051
1624,9666,22204
1625,10554,2894
1626,10554,5768
1627,10554,20498
1628,10554,42423
1629,10554,30779
1630,10554,13249
1631,48614,38282
1632,48614,29724
1633,48614,3578
1634,48614,30924
1635,48614,7160
1636,48614,29359
1637,35516,32384
1638,35516,4004
1639,35516,1973
1640,35516,34526
1641,35516,16450
1642,35516,24219
1643,8023,12097
1644,8023,20760
1645,8023,24303
1646,8023,34093
1647,8023,19657
1648,8023,48980
1649,34444,33784
1650,34444,33365
1651,34444,14630
1652,34444,47015
1653,34444,10947
1654,34444,21174
1655,41071,25087
1656,41071,22277
1657,41071,10799
1658,41071,33101
1659,41071,38105
1660,41071,48345
1661,7270,47603
1662,7270,19536
1663,7270,10427
1664,7270,4972
1665,7270,16474
1666,7270,28130
1667,31338,28178
1668,31338,5529
1669,31338,33619
1670,31338,1419
1671,31338,5942
1672,31338,17497
1673,31998,5960
1674,31998,10287
1675,31998,7211
1676,31998,31193
1677,31998,38470
1678,31998,3054
1679,22382,35894
